"x"
"1" -5833.08155843892
"2" -6405.66101166469
"3" -6124.7262627444
"4" -5378.85970834156
"5" -5751.20517503723
"6" -5552.27158944646
"7" -6127.76038176989
"8" -5754.2063925857
"9" -5790.09204946679
"10" -5906.09972589027
"11" -6168.69246392149
"12" -5729.95111568847
"13" -5689.9845787346
"14" -5889.24187299802
"15" -5552.17971099664
"16" -5594.19258298028
"17" -5476.34981119985
"18" -5650.30777690498
"19" -5670.7099241261
"20" -5652.42147141457
"21" -5693.48948059135
"22" -5772.34289199929
"23" -5813.28719324805
"24" -5813.41468267027
"25" -5475.76539540677
"26" -5316.89022535011
"27" -5611.38800108025
"28" -5612.99422967814
"29" -6050.19947338438
"30" -5633.6638732369
"31" -5754.17078167751
"32" -5534.9625384635
"33" -5099.63421356979
"34" -6484.59244512536
"35" -6048.81509184679
"36" -6186.50632662498
"37" -5635.72400946088
"38" -5872.64201776999
"39" -5949.63236680636
"40" -5435.20107054177
"41" -5772.34289199764
"42" -6142.97639511914
"43" -5594.28446139965
"44" -5675.14746970292
"45" -5928.87355418279
"46" -5553.30725874821
"47" -5829.95285146906
"48" -5476.34137359815
"49" -5576.48174583446
"50" -5753.74404735892
