"x"
"1" -1531.53970958683
"2" -1710.74029672418
"3" -1533.14510848821
"4" -2058.84700496852
"5" -1916.56898691231
"6" -1774.2693481757
"7" -2148.32108963734
"8" -1644.61076588455
"9" -1922.71486576733
"10" -1828.27731103942
"11" -1837.6233512468
"12" -1698.30730897088
"13" -1635.89232133035
"14" -2123.04264392158
"15" -2187.06312579423
"16" -1601.5552953712
"17" -2252.37384654698
"18" -1940.64767725417
"19" -1864.29031395585
"20" -1755.45306444489
"21" -2151.27901472476
"22" -1865.81988044077
"23" -2010.54193057844
"24" -1896.3669147419
"25" -2270.78474252803
"26" -1615.3239955402
"27" -2075.06969846292
"28" -1670.11121690402
"29" -1929.20394222499
"30" -1787.37237880245
"31" -1846.20087557553
"32" -2016.99338337447
"33" -1727.56998497144
"34" -2202.779624775
"35" -1921.98147060682
"36" -1999.18904441846
"37" -1660.39595148163
"38" -1842.59619999685
"39" -1567.52509689138
"40" -1935.35091523931
"41" -1942.40024218287
"42" -1838.8118187378
"43" -2008.47216968278
"44" -1710.24138022481
"45" -1868.34731148644
"46" -1655.93225001704
"47" -1929.89966856166
"48" -1929.40704202194
"49" -2141.70408546433
"50" -1975.76707293035
