"x"
"1" -772.383014320774
"2" -775.882497093688
"3" -831.050646284946
"4" -739.135339738781
"5" -835.739307614533
"6" -778.652501073494
"7" -734.938488418969
"8" -834.687174039777
"9" -825.465631009982
"10" -771.308400801266
"11" -821.201625852047
"12" -821.89954578239
"13" -746.261628200525
"14" -716.346747566564
"15" -730.431746954548
"16" -709.212799789861
"17" -804.69616168308
"18" -769.800926946303
"19" -802.913297316734
"20" -787.794425346092
"21" -708.178262546525
"22" -780.292188525536
"23" -799.725955819691
"24" -742.953255444333
"25" -796.826283710896
"26" -696.960365736584
"27" -813.382421143649
"28" -694.876337076436
"29" -770.207992555727
"30" -771.532232469817
"31" -813.313610607838
"32" -817.139732158636
"33" -796.057626249966
"34" -818.648329514666
"35" -797.612582493234
"36" -760.881155170242
"37" -697.242610889214
"38" -712.31778784147
"39" -821.162725907038
"40" -711.206861851709
"41" -809.840761510271
"42" -830.033243098054
"43" -819.420786984345
"44" -817.076940255413
"45" -704.815651785804
"46" -702.558260890945
"47" -762.250292466217
"48" -800.111841698263
"49" -761.62148348956
"50" -763.250472693286
