"x"
"1" -837.965774544867
"2" -837.965774544867
"3" -837.965774544867
"4" -837.965774544867
"5" -837.965774544867
"6" -837.965774544859
"7" -837.965774544867
"8" -719.52743993043
"9" -837.965774544867
"10" -837.965774544867
"11" -837.965774544867
"12" -837.965774544867
"13" -837.965774544867
"14" -837.965774544867
"15" -837.96577453863
"16" -837.965774544827
"17" -837.965774544867
"18" -837.965774544867
"19" -837.965774544867
"20" -837.965774544867
"21" -719.52743993043
"22" -837.965774544867
"23" -837.965774544867
"24" -837.965774544867
"25" -837.965774544867
"26" -837.965774544867
"27" -837.965774544867
"28" -719.52743993043
"29" -837.965774544867
"30" -837.965774544847
"31" -837.965774544867
"32" -837.965774544866
"33" -837.965774544867
"34" -837.965774544867
"35" -837.965774543001
"36" -837.965774544866
"37" -837.965774544867
"38" -837.965774544867
"39" -837.965774544864
"40" -837.965774544864
"41" -837.965774544102
"42" -719.52743993043
"43" -837.965774544867
"44" -837.965774544859
"45" -837.965774544865
"46" -837.965774544867
"47" -837.965774544867
"48" -837.965774544867
"49" -837.965774544867
"50" -837.965774544867
