"x"
"1" -3281.79619547556
"2" -3082.87375699089
"3" -3044.8866247735
"4" -3163.24422791144
"5" -2946.18528999868
"6" -3181.57509176703
"7" -3081.3566974787
"8" -3084.35791502429
"9" -3183.05924980163
"10" -3143.50993750297
"11" -3163.357860871
"12" -2944.70113196825
"13" -3735.81253410428
"14" -3104.00303634857
"15" -3617.37419949045
"16" -3341.00448557024
"17" -3104.0359378262
"18" -3143.5879595457
"19" -3082.38121970277
"20" -2964.40252089878
"21" -2926.4594371972
"22" -3163.32495939332
"23" -3180.05803225486
"24" -2905.19423081409
"25" -2985.5976032122
"26" -3163.3578608706
"27" -2924.8504991704
"28" -2985.56470172373
"29" -2962.918362864
"30" -3637.11119932875
"31" -3439.70582034634
"32" -3222.5661509558
"33" -3300.01342638146
"34" -3104.12781634069
"35" -2903.68831833462
"36" -3617.37419948234
"37" -2886.95524547322
"38" -3400.23453009988
"39" -3202.82915111726
"40" -3222.5661509558
"41" -2983.67988493352
"42" -2707.79999886443
"43" -2844.48002824943
"44" -3043.4024667444
"45" -2906.67838884831
"46" -3377.46341121327
"47" -2905.16132933397
"48" -3714.55847475435
"49" -3025.11672346311
"50" -3022.14840739392
